generation,agent_id,parent_id,fitness,h_x,c_x,i_x_seed,h_dezorg
7,base_gen07_085,base_gen06_079,0.41818849756151366,6.674210785336945,0.5179153094462541,0.9021370834915066,0.9412731850905792
7,base_gen07_086,base_gen06_079,0.4451268913055296,6.803024954007723,0.5364238410596026,0.9130341330581603,0.861586637707156
8,base_gen05_069,base_gen05_069,0.434210468516152,6.729030503993855,0.5186104218362283,0.9076210583047956,0.8759159359355708
8,base_gen07_084,base_gen07_084,0.41823812258132376,6.814043297851226,0.5264873675631622,0.9040775595299102,0.9587343372628999
8,base_gen07_085,base_gen07_085,0.43655851222549125,6.829234269834065,0.5351882160392799,0.9104038380741882,0.8959993581169338
8,base_gen07_086,base_gen07_086,0.43963298339084933,6.748451284166437,0.5362318840579711,0.9088332429939024,0.878266016617466
8,base_gen08_090,base_gen03_048,0.41818849756151366,6.674210785336945,0.5179153094462541,0.9021370834915066,0.9412731850905792
8,base_gen08_092,base_gen05_069,0.443822882983794,6.674848128382764,0.5459817729908865,0.9075735682825181,0.8687921652736544
8,base_gen08_094,base_gen05_069,0.43704432652026365,6.724191481544089,0.5186721991701245,0.9072216999205194,0.8608409159551669
8,base_gen08_096,base_gen03_048,0.44055456385641834,6.748163144329483,0.5396290050590219,0.9101219578598394,0.8819755829560393
8,base_gen08_098,base_gen08_094,0.4489417980342907,6.65513512226876,0.5546666666666666,0.9111834163258701,0.8652495506432217
8,base_gen08_099,base_gen08_094,0.4559375663653995,6.750683349651263,0.559931506849315,0.9141334669982283,0.8455430959425456
9,base_gen05_069,base_gen05_069,0.4519242505251252,6.725603552215452,0.5490026019080659,0.9232295698182994,0.8719565747822218
9,base_gen07_086,base_gen07_086,0.45788531498531926,6.64003776169373,0.5536028119507909,0.9191999572949522,0.8389775362369704
9,base_gen08_092,base_gen08_092,0.4526345354707962,6.728860567431259,0.5584745762711865,0.9145885956534223,0.8610106761863542
9,base_gen08_094,base_gen08_094,0.44501670441492014,6.673590607061573,0.5412684622067767,0.9140550706135245,0.8719568477693754
9,base_gen09_102,base_gen09_101,0.4524005497623712,6.653676245023239,0.5450606585788561,0.9131417111767893,0.8384425169984016
9,base_gen09_103,base_gen08_092,0.44644897243173026,6.74351613130332,0.5338345864661654,0.9059763872216668,0.8334479855947637
9,base_gen09_104,base_gen09_100,0.44840898253084255,6.744501318813519,0.5496632996632996,0.9108169607664319,0.8594924387568161
9,base_gen09_105,base_gen09_100,0.44460471088172704,6.750795876466377,0.5449152542372881,0.9135687816103372,0.8782712809731397
9,base_gen09_107,base_gen07_085,0.4459275602053688,6.758870388814713,0.5421095666394112,0.9119981741140827,0.8635219842174798
9,base_gen09_109,base_gen09_102,0.45731225381921636,6.73686549638433,0.5536028119507909,0.9270554233657958,0.8614815072445943
10,base_gen08_092,base_gen08_092,0.4455419211323791,6.792939342309129,0.5390428211586902,0.9137921150809571,0.8653349137785328
10,base_gen08_094,base_gen08_094,0.4559375663653995,6.750683349651263,0.559931506849315,0.9141334669982283,0.8455430959425456
10,base_gen09_103,base_gen09_103,0.44903645360154243,6.678607884934461,0.5391229578675838,0.9101323488122001,0.8388330408241635
10,base_gen09_104,base_gen09_104,0.4497829356829321,6.7661175655387495,0.5412457912457912,0.9078377829329313,0.8325484657863543
10,base_gen09_109,base_gen09_109,0.4440974909814324,6.645811394734673,0.5358333333333334,0.914223120012118,0.8688203451231332
10,base_gen10_111,base_gen05_069,0.4492563833869523,6.622058442513026,0.5530575539568345,0.912260826096102,0.8639564792407454
10,base_gen10_112,base_gen08_094,0.45007752940742807,6.717016569471752,0.5482456140350878,0.9183694089846353,0.8679042964770793
10,base_gen10_113,base_gen10_112,0.4520027203342625,6.6912031548997,0.547136563876652,0.9187787566942044,0.8576381358791761
10,base_gen10_118,base_gen09_107,0.4547173286772682,6.703389284848144,0.5484147386461011,0.9189628711042558,0.8464426423434502
10,base_gen10_119,base_gen08_092,0.44609894468168004,6.672670156773934,0.540084388185654,0.9096427514375348,0.8537387374639174
11,base_gen09_103,base_gen09_103,0.44770275005548343,6.668959963335261,0.5539383561643836,0.9186841417050521,0.8891041382317881
11,base_gen09_104,base_gen09_104,0.45391851650589093,6.735000067531977,0.5495652173913044,0.9261879737147667,0.8702251778444183
